Ruta,Tractocamión,Prob_vacio
HOTEL BAHIA PRINCIPE/BB CANCUN PLANTA,T712,0.5056174521559887
WM CEDIS CHALCO/BODEGA ANGELES IZTAPALAPA,T451,0.5215921838486459
WM CEDIS CHALCO/TIP MEXICO CONVENTO,T645,0.515960255558952
"LAS MARGARITAS, CHIAPAS/CEDIS PERECEDEROS VHS",T582,0.5056647049977734
WM CEDIS CHALCO/GRUPO MODELO,T673,0.5058584487136969
"CEDIS JDV CONVENTO/PROPIMEX TEHUANTEPEC, OAX",T468,0.5059200493947185
PROPIMEX CELAYA/PROPIMEX QUERETARO,T697,0.5059200493947185
CEDIS JDV LA TORRE/PROPIMEX CELAYA,T693,0.5059200493947185
"PLANTA JDV LAGOS DE MORENO/OXXO,SALTILLO",T701,0.5059200493947185
"CEDIS JDV APODACA/ZACATECAS, ZACATECAS",T697,0.5059200493947185
"QUERETARO, QUERETARO/SAN LUIS POTOSI, SAN LUIS POTOSI",T684,0.5059385940392362
WM CEDIS CHALCO/SAMS CLUB CUAUTLA,T433,0.5223884791942901
PATIO TIP PERAL/WM CEDIS CHALCO,T730,0.5176217850251486
CIUDAD HIDALGO/CEDIS PERECEDEROS VHS,T582,0.5060155901471248
PENSION SALINAS CRUZ/BODEGA AURRERA JUCHITAN,T380,0.5480526900060071
WM CEDIS MEGAPARK/MEXIQUENSE PARK UNILEVER,T474,0.5165473340808177
BODEGA CABEZA DE JUAREZ/FABRICA DE JABON LA CORONA,T390,0.5061203432875766
WM PLAZA ORIENTE/MEXIQUENSE PARK (UNILEVER),T390,0.5061203432875766
BODEGA LA PAZ/CONSERVAS LA COSTENA,T390,0.5061203432875766
BODEGA CABEZA DE JUAREZ/BKHL COMPANIA PROCTER SMO,T390,0.5061203432875766
BODEGA AURRERA KALA CAMPECHE/CEDIS PERECEDEROS VHS,T464,0.5188083725536438
WM CEDIS CHALCO/WM CEDIS SMO,T410,0.5062095098768853
CEDIS HERDEZ/WM CEDIS MID TEYA,T381,0.5062169365850829
PLANTA JDV LAGOS DE MORENO/DIST ARCACONTAL SAN LUIS POTOSÍ,T693,0.5062472339275211
CEDIS JDV CONVENTO/PROPIMEX MEGA ORIZABA,T693,0.5062472339275211
BELISARIO DOMINGUEZ/WM CEDIS PERECEDERO VHSA,T582,0.506301757386481
DS SAN LUIS POTOSI/WM CEDIS LA LUZ,T408,0.5063228725006497
WM CEDIS CHALCO/WM SAN MARTIN TEXMELUCAN,T588,0.516173299826296
SUPER CENTER CANCÚN NICHUPTE/WM CEDIS PERECEDERO VHSA,T530,0.5163389096297266
SAMS AVIACIÓN /CEDIS PERECEDEROS VHS,T566,0.5413307982479383
WM CEDIS TEYA/CEDIS HERDEZ,T346,0.5186235588222778
WM CEDIS CHALCO/MATTEL DE MEXICO,T410,0.5065811289197006
EMBOTELLADORA NIAGARA DE MEXICO/CEDIS WALMART TEYA,T445,0.5217151586168949
BODEGA AURRERA CHETUMAL/WM CEDIS PERECEDERO VHSA,T646,0.5066264516773133
WM CEDIS MID TEYA/SAMS CLUB MERIDA ORIENTE,T671,0.5126956104500139
BODEGA AURRERA PACHUCA (ZONA PLATEADA)/WM CEDIS LA LUZ,T408,0.5066694596698212
WM CEDIS CHALCO/WM PLAZA ORIENTE,T390,0.5067252157295936
FREUHAUF CARTAGENA/WM CEDIS CHALCO,T390,0.5067882955546987
PENSION SALINAS CRUZ/HENKEL CAPITAL S.A DE C.V.,T471,0.5068910268389124
SAMS CLUB HIPERPLAZA TEXCOCO/FABRICA DE JABON LA CORONA,T390,0.5069101754736804
WM VILLA COAPA/BKHL COMPANIA PROCTER SMO,T390,0.5069101754736804
SAMS CLUB CUEMANCO/MACROCEDIS ALPURA,T676,0.5069750427038863
CEDIS JDV LA TORRE/CEDIS WM MID TEYA,T761,0.5070075983733954
EMBO EL NAYAR/CEDIS CHEP SMO,T475,0.5070842358181215
WM CEDIS VILLAHERMOSA SECOS/SHETTINO HERMANOS,T517,0.5070979175921067
WM INSURGENTES CHETUMAL/CEDIS PERECEDEROS VHS,T600,0.5571954503831605
"SAN CRISTOBAL DE LAS CASAS, CHIAPAS/WM CEDIS PERECEDEROS",T658,0.5071962918763957
SMURFFIT KAPPA/UNILEVER DE MEXICO,T542,0.5072069108022919
WM CEDIS VILLAHERMOSA SECOS/SMURFFIT KAPPA,T470,0.5090632317193278
CEDIS SECOS VILLA HERMOSA /EMBOTELLADORA NIAGARA DE MEXICO,T535,0.5124691737434041
CEDIS WM MEGAPARK/CEDIS WM CHALCO,T630,0.5105379172985594
WM MERIDA NORTE/CEDIS PERECEDEROS VHS,T601,0.5397575249438007
SAMS PLAYA DEL CARMEN/SAMS KABAH,T606,0.5074272716323174
PENSIÓN SALINA CRUZ/JUGO DEL VALLE,T461,0.507441066911373
WM CEDIS VILLAHERMOSA SECOS/JUGOS DEL VALLE TEPOTZOTLAN,T533,0.507441066911373
CEDIS WM MID TEYA/WM CEDIS VILLAHERMOSA SECOS,T530,0.507441066911373
BKHL BONAFONT/CEDIS WALMART TEYA,T563,0.507441066911373
CEDIS WM MID TEYA/FRABEL SMO,T564,0.5074994314315082
MATTEL DE MEXICO/WM CEDIS CHALCO,T410,0.5075131771233904
WM CEDIS CHALCO/NEWELL BRANDS DE MEXICO,T428,0.5075324547171816
CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN GREGORIO COAUTZINGO 56640/WM CD JARDIN,T679,0.5291214452487217
SMURFFIT KAPPA/MEXIQUENSE PARK UNILEVER,T610,0.5075943895746425
AURRERA PROGRESO MERIDA/CEDIS PERECEDEROS VHS,T646,0.5076282516380877
PENSION SALINAS CRUZ/SCHETTINO HERMANOS ORIZABA,T454,0.5077016606562669
SMURFFIT KAPPA/FRABEL SMO,T610,0.5077162694936244
SMURFFIT KAPPA/RECKITT BENKISER MEXICO,T610,0.5077162694936244
SAMS CANCUN/WM CEDIS MID TEYA,T467,0.5077197811942261
"BODEGA TEOTITLAN, OAX/WM CEDIS CHALCO",T465,0.5099702401285957
WM CEDIS CHALCO/WM PERIFERICO SUR,T390,0.5078013242035643
WM CEDIS SAN MARTIN OBISPO/WM CEDIS MEGAPARK IDC,T537,0.5127648502715724
SMURFFIT KAPPA/LA ITALIANA,T572,0.5078095697003991
CEDIS SECOS VILLA HERMOSA /BODEGA MEGAPARK SILVA,T448,0.5142396447042745
BODEGA AURRERA NAHIL/CEDIS PERECEDEROS VHS,T602,0.5079117700261357
WM CEDIS CHALCO/WM EL MOLINITO,T424,0.5251418870272426
WM CEDIS MID TEYA/BODEGA AURRERA TALLERES,T409,0.5163528229238455
CEDIS WALMART CHALCO/SAMS CLUB ACOXPA,T437,0.5258903470515369
WM CEDIS MEGAPARK/WM CEDIS SAN MARTIN OBISPO,T511,0.5081126462337755
WM CEDIS VILLAHERMOSA SECOS/PROTER Y GAMBLE MEXICO,T517,0.5081188597465575
CEDIS PERECEDEROS VHS/SAMS CLUB COATZACOALCOS,T392,0.5081541804934812
WM CEDIS SANTA BARBARA/WM CEDIS MEGAPARK IDC,T513,0.5122957739781352
SMURFFIT KAPPA/NESTLE LAGOS DE MORENO,T610,0.5082386247191687
WM CEDIS MID TEYA/DISTRIBUIDORA LIMBELL,T365,0.5180179513442225
MARINDUSTRIAS/WM CEDIS CHALCO,T676,0.5082787099503914
BODEGA PANTITLAN/SANTUL HERRAMIENTAS,T428,0.5082948627587269
WM CEDIS MID TEYA/SAM´S CLUB CANCUN KABAH,T560,0.5203777871515218
WM CEDIS CHALCO/JESSY INTERNACIONAL,T680,0.5084189965748017
WM CEDIS CHALCO/CONSERVAS LA COSTENA,T464,0.5084189965748017
NEWELL BRANDS DE MEXICO/WM CEDIS CHALCO,T414,0.5084189965748017
WM CEDIS MEGAPARK IDC/WM CEDIS LA LUZ,T511,0.5084201100097202
WM CEDIS MEGAPARK/TEPOZPARK NAVE I CEDIS WM,T715,0.5140884571926562
CEDIS WM MTY - LAREDO/CEDIS FRIALSA AGS,T549,0.5084277787959687
WM CEDIS CHALCO/SAMS CLUB CUEMANCO,T463,0.5244723475035903
WM CEDIS MID TEYA/EMBOTELLADORA NIAGARA DE MEXICO,T571,0.5084711638294104
WM CEDIS CHALCO/SAMS CLUB TEHUACAN,T390,0.508511794387748
SAMS CLUB CARRIZAL TABASCO/CEDIS PERECEDEROS VHS,T606,0.5085271108343846
SAMS CLUB CD JARDIN/BKHL COMPANIA PROCTER SMO,T726,0.508541655276608
HISENSE PANORAMA/WM CEDIS CHALCO,T645,0.5087690696855669
AURRERA PROGRESO MERIDA/WM CEDIS PERECEDERO VHSA,T646,0.5087783220624436
BODEGA AURRERA GUANAJUATO/WM CEDIS LA LUZ,T585,0.5088272170290935
SAMS PLAYA DEL CARMEN/CEDIS PERECEDEROS VHS,T607,0.5088698936494235
PETEMPICH/CEDIS PERECEDEROS VHS,T606,0.5088765469021328
AURRERA JUAN PABLO II/CEDIS PERECEDEROS VHS,T647,0.508916037886701
VILLAHERMOSA I/CEDIS PERECEDEROS VHS,T582,0.5089600231022284
SAMS CLUB PLAZA ORIENTE/BKHL KIMBERLY CLARK (MERIDA),T458,0.5089767926999325
BODEGA CHIMALHUACAN/MACROCEDIS ALPURA,T423,0.5090233406404421
WM CEDIS CHALCO/WM MACRO PLAZA HEROES,T726,0.5091300009147693
WM MACRO PLAZA HEROES/WM CEDIS CHALCO,T726,0.5091300009147693
CEDIS FRIALSA AGS/CEDIS WM MTY - LAREDO,T524,0.5159811759263564
"LA MADRILEÑA, SAN JUAN DEL RIO/CHEDRAHUI, ZUMPANGO",T477,0.5092776065886536
WM CEDIS TEYA/LA ITALIANA,T572,0.5093186866007364
BODEGA AURRERA VILLAS DEL SOL/CEDIS PERECEDEROS VHS,T647,0.5093222565830083
BODEGA AURRERA QUETZALCOATL/CEDIS PERECEDEROS VHS,T647,0.5093222565830083
SAMS SALINA CRUZ/CEDIS PERECEDEROS VHS,T647,0.5093222565830083
SMURFFIT KAPPA/WM CEDIS MEGAPARK,T610,0.5093814467926013
SAMS CUMBRES/CEDIS PERECEDEROS VHS,T607,0.5094549349078562
ABSORMEX CMPC TISSUE/WM CEDIS CHALCO,T476,0.509461369553302
"PLANTA JDV LAGOS DE MORENO/ATLIXTAC, GUERRERO",T700,0.5094829306876264
UNILEVER DE MEXICO/WM CEDIS CHALCO,T390,0.5095091717794763
SAMS CLUB MERIDA ORIENTE/WM CEDIS PERECEDERO VHSA,T647,0.5095342819058076
LA ITALIANA/WM CEDIS MID TEYA,T572,0.5095747348140878
RECKITT BENKISER MEXICO/WM CEDIS MID TEYA,T571,0.5096178665238323
AURRERA CIUDAD DEL CARMEN CAMPECHE/CEDIS PERECEDEROS VHS,T392,0.509623227480851
BODEGA AURRERA MINATITLAN/CEDIS PERECEDEROS VHS,T392,0.509623227480851
BODEGA AURRERA PERIFERICO SUR/CEDIS PERECEDEROS VHS,T658,0.5096753211132562
SAMS CLUB CAMPECHE/AURRERA KALA CAMPECHE,T646,0.5096800998187514
WM CEDIS MID TEYA/SAMS CANCUN CUMBRES,T467,0.5097482065084484
WM CEDIS MID TEYA/WM CAMPECHE,T543,0.509758509508496
ZARAGOZA FRONTERA/WM CEDIS PERECEDERO VHSA,T658,0.5098182999355196
WM ELECTRICISTA/CEDIS PERECEDEROS VHS,T606,0.5098260783249065
SUPERAMA ACOXPA/CESARFER SA DE CV,T443,0.509836934944181
WM CEDIS CHALCO/MARINDUSTRIAS,T443,0.509836934944181
WM CEDIS VILLAHERMOSA SECOS/PENSION SALINAS CRUZ,T783,0.5326726371690974
WM CEDIS VILLAHERMOSA SECOS/WM CEDIS MEGAPARK IDC,T509,0.5126557788741585
WM CEDIS MEXICALLI/WM CEDIS MEGAPARK,T478,0.5158456281171582
SAMS CLUB ZARAGOZA/FRABEL SMO,T390,0.5099608199302323
KIMBERLY TLAXCALA/WM CEDIS CHALCO,T390,0.5099608199302323
"LAS ROSAS, CHIAPAS/LAS MARGARITAS, CHIAPAS",T582,0.5099666073501021
PATIO HUB MORELOS/WM CEDIS CHALCO,T725,0.5179694202133391
"LA MADRILEÑA, SAN JUAN DEL RIO/WM CEDIS SAN MARTIN OBISPO",T475,0.5099754160987725
SUPER CENTER CANCUN I LABNA/CEDIS PERECEDEROS VHS,T644,0.5100005556870293
SUPER CENTER PENSIONES MERIDA/CEDIS PERECEDEROS VHS,T647,0.5101192140537051
BODEGA AURRERA QUETZALCOATL/BKHL KIMBERLY CLARK (MERIDA),T381,0.5101281527402619
SUPERAMA CUMBRES/SUPERAMA CUMBRES,T381,0.5101281527402619
WM CEDIS CHALCO/SAMS CLUB ACOXPA,T645,0.5101376799050501
AURRERA ITZAES MERIDA/CEDIS PERECEDEROS VHS,T606,0.5101419622882858
BODEGA CHIMALHUACAN PENON/MACROCEDIS ALPURA,T674,0.5101977019180531
WM CEDIS VILLAHERMOSA SECOS/ALEN NORTE VILLAHERMOSA,T561,0.5101977019180531
SAMS CLUB IXTAPALUCA/FABRICA DE JABON LA CORONA,T481,0.5101977019180531
WM VILLA COAPA/FRABEL SMO,T414,0.5101977019180531
CUETARA INTERNACIONAL/WM CEDIS CHALCO,T440,0.5101977019180531
WM CD JARDIN/FABRICA DE JABON LA CORONA,T481,0.5101977019180531
SMURTFIT KAPPA VALLEJO/COLCHONES WENDY SA. DE CV. (DIVISIÓN AISLANTES),T461,0.5102060537927604
COLCHONES WENDY SA. DE CV. (DIVISIÓN AISLANTES)/CEDIS VILLAHERMOSA SECOS,T461,0.5102060537927604
BODEGA AURRERA CAMPECHE ESTE/CEDIS PERECEDEROS VHS,T530,0.5102060537927604
CEDIS WM MID TEYA/BODEGA AURRERA NICHUPTE,T472,0.510256158148869
SAMS GUAYABAL/CEDIS PERECEDEROS VHS,T658,0.5102734632005834
WM CAMPECHE/CEDIS PERECEDEROS VHS,T392,0.510409005550979
SAMS CD. DEL CARMEN/CEDIS PERECEDEROS VHS,T655,0.5104402099018417
"SALINA CRUZ, OAXACA/VASCONIA",T461,0.5104402099018417
WM CEDIS CHALCO/BODEGA GLORIETA APIZACO,T466,0.5104595245509124
CEDIS JDV CONVENTO/DIST ARCACONTAL ZACATECAS,T452,0.5184367284091778
AURRERA CORALES/CEDIS PERECEDEROS VHS,T646,0.5104912385181174
CEDIS JDV LA TORRE/PROPIMEX AGUASCALIENTES,T697,0.510495821420476
"RECKITT BENKISER MEXICO/CHALCO, MEXICO",T408,0.5105142403011231
PLANTA JDV LAGOS DE MORENO/DIST COSTA NAYARIT P VALLARTA,T697,0.5105440428748045
SAMS CLUB CUERNAVACA/WM CEDIS CHALCO,T677,0.5105930240171213
WM CEDIS MID TEYA/ SMURFFIT KAPPA,T598,0.510593389548154
"TEOPISCA, CHIAPAS/LAS ROSAS, CHIAPAS",T582,0.5106108424946282
WM CEDIS CHALCO/SAMS CLUB CD JARDIN,T726,0.510654263802936
WM CEDIS CHALCO/BODEGA ZARAGOZA,T691,0.5212729312248929
"LA MADRILEÑA, SAN JUAN DEL RIO/CUAUTITLAN IZCALLI, MEXICO",T596,0.5107067692209434
SAMS CLUB PLAZA ORIENTE/FABRICA DE JABON LA CORONA,T390,0.5107506521163363
SAMS CLUB TEHUACAN/KIMBERLY TLAXCALA,T390,0.5107506521163363
PATIO ALPURA 1/MACRO CEDIS ALPURA,T552,0.5201078030444988
PENSION SALINAS CRUZ/MACRO CEDIS ALPURA,T470,0.5107910950511931
JUGOS DEL VALLE TEPOTZOTLAN/CEDIS WM MID TEYA,T533,0.5107910950511931
WM CEDIS CHALCO/BODEGA ARCA DE NOE,T390,0.5108394026076525
WM TLALPAN/FABRICA DE JABON LA CORONA,T459,0.5108398252078722
SAMS CLUB MERIDA ORIENTE/BODEGA AURRERA CHUBURNA,T606,0.5108479554521205
AURRERA ITZAES/WM CEDIS MID TEYA,T346,0.5108663046783549
SAMS CLUB CHETUMAL QROO./WM INSURGENTES CHETUMAL,T646,0.5109163728602107
BODEGA MEGAPARK SILVA/CEDIS SECOS VILLA HERMOSA,T615,0.5109339728644277
WM CEDIS SMO/WM CEDIS CHALCO,T414,0.5109601099595985
BODEGA PLAZA CHIMALHUACAN/FABRICA DE JABON LA CORONA,T421,0.5109601099595985
BODEGA LA PAZ/CUETARA INTERNACIONAL,T427,0.5109601099595985
BODEGA ANGELES IZTAPALAPA/KIMBERLY CLARK ECATEPEC,T729,0.5109601099595985
BODEGA IZTAPALAPA NORTE/MEAD JOHNSON,T680,0.5109601099595985
BODEGA PANTITLAN/ACH FOODS MEXICO,T415,0.5109601099595985
INDUSTRIAS OVARB/WM CEDIS CHALCO,T692,0.5109601099595985
JUGOS DEL VALLE TEPOTZOTLAN/WM CEDIS VILLAHERMOSA SECOS,T461,0.5110121479590664
WM MERIDA CAMPESTRE/DHL MÉRIDA BKHL,T458,0.5110618116127442
CEDIS PERECEDEROS VHS/SAMS CLUB CAMPECHE,T646,0.5110863855939018
BKHL KIMBERLY CLARK (MERIDA)/WM CEDIS MID TEYA,T381,0.5111060047834964
WM CAMPECHE/WM CEDIS MID TEYA,T543,0.5111354876910099
WM CEDIS CHALCO/WM TLALPAN,T410,0.5111710456018875
CEDIS WM MEGAPARK/WM CEDIS MID TEYA,T610,0.5111839530397897
PENSION SALINAS CRUZ/PATIO ALPURA 1,T528,0.5112417857831276
CEDIS WM MEGAPARK/TERANA SA DE CV,T543,0.5112459597644434
WM ARCOS TLACHICHUCA/WM CEDIS CHALCO,T423,0.5112625530217071
SAMS CLUB MERIDA ORIENTE/BODEGA AURRERA QUETZALCOATL,T647,0.511345048652338
WM CEDIS VILLAHERMOSA SECOS/CEDIS PERECEDEROS VHS,T366,0.5113470177896206
WM CEDIS MID TEYA/WM CANCUN COMANCALCO,T568,0.5113608727765231
NESTLE LAGOS DE MORENO/WM CEDIS MID TEYA,T610,0.511416590191602
"CEDIS PERECEDEROS VHS/TEOPISCA, CHIAPAS",T582,0.5114377806046815
WM CEDIS MEGAPARK/WM CEDIS CULIACAN,T518,0.5148101236431695
SAM´S CLUB CANCUN KABAH/CEDIS PERECEDEROS VHS,T606,0.5115333761368588
AURRERA CORALES/WM CEDIS MID TEYA,T474,0.5115374133120514
WM CEDIS MID TEYA/WM MERIDA PENSIONES,T671,0.511541437494495
HFC PRESTIGE INTERNATIONAL/WM CEDIS CHALCO,T720,0.511544679990321
CEDIS JDV CONVENTO/PROPIMEX ALTAMIRA,T699,0.511550444433047
EMBOTELLADORA NIAGARA DE MEXICO/WM CEDIS VILLAHERMOSA SECOS,T528,0.5115515056809297
CENTRO DE DISTRIBUCIÓN UNILEVER/WM CEDIS VILLAHERMOSA SECOS,T454,0.5115756734176276
WM UNIVERSIDAD/RECKITT BENKISER MEXICO,T721,0.5115790271779883
CEDIS PERECEDEROS VHS/SAMS CLUB CHETUMAL,T646,0.5115796671064704
TRESMONTES LUCCHETTI/WM CEDIS CHALCO,T735,0.5115912889170795
SAMS CLUB CUEMANCO/KIMBERLY TEPOTZOTLAN,T735,0.5115912889170795
WM PLAZA ORIENTE/FABRICA DE JABON LA CORONA,T735,0.5115912889170795
WM JIUTEPEC/WM CEDIS CHALCO,T428,0.5116145591136952
BODEGA ANGELES IZTAPALAPA/FABRICA DE JABON LA CORONA,T719,0.5117486672776842
WM PLAZA ORIENTE/WM CEDIS CHALCO,T719,0.5117486672776842
BODEGA LA PAZ/KIMBERLY ECATEPEC,T719,0.5117486672776842
BODEGA TULYEHUALCO/CIA INTERNACIONAL,T704,0.5118471394285888
"WM CEDIS GUADALAJARA/LA MODERNA, GUADALAJARA",T523,0.5141177647852928
PENSION SALINAS CRUZ/COLCHONES WENDY SA. DE CV. (DIVISIÓN AISLANTES),T535,0.5118841324849713
WM CEDIS MID TEYA/WM LA CRUZ PLAYA DEL CARMEN,T467,0.5119455590017334
WM CEDIS MID TEYA/SAM´S CLUB CANCUN KABA,T467,0.5119455590017334
WM CEDIS PERECEDERO VHSA/TABAFRESH,T607,0.5119690941505934
REGALOS SIGLO XXI/WM CEDIS CHALCO,T645,0.5120279149769038
AURRERA CHUBURNA/WM CEDIS MID TEYA,T458,0.5120708152849973
WM CEDIS MID TEYA/WM NICHUPTE,T467,0.5120777266302251
WM CEDIS CHALCO/WM CHALCO 2000,T726,0.5120871697949216
AURRERA ITZAES MERIDA/AURRERA JUAN PABLO II MERIDA,T606,0.5121138952823712
PENSION SALINAS CRUZ/NESTLE TLAHUAPAN PUEBLA,T535,0.5121182885940526
FRABEL SMO/WM CEDIS CHALCO,T390,0.5121583023274172
WM CEDIS CHALCO/SAMS CLUB IXTAPALUCA,T390,0.5121596704217444
WM CEDIS MEGAPARK/RECKITT BENKISER MEXICO,T588,0.5122637772061036
WM CEDIS CHALCO/CORPORACION GAIRET,T481,0.5122637772061036
WM MIRAMONTES/CEDIS WM CHALCO,T585,0.5122637772061036
SAMS CLUB HIPERPLAZA TEXCOCO/BKHL COMPANIA PROCTER SMO,T475,0.5122637772061036
BODEGA VALLE DE CHALCO/CONSERVAS LA COSTENA,T720,0.5123070880318664
TALLER JIMENEZ VHSA/LOGISTICA DEL MAYAB,T615,0.5123494309091696
POLYCHEM S.A DE C.V/WM CEDIS CHALCO,T735,0.5123536969586248
BODEGA ANGELES IZTAPALAPA/BKHL COMPANIA PROCTER SMO,T735,0.5123536969586248
WM CEDIS PERECEDERO VHSA/WM CEDIS SAN MARTIN OBISPO,T646,0.5123542319410506
WM CEDIS GUADALAJARA/WM CEDIS ARRAYANES,T641,0.514498208724887
AURRERA LAS AMERICAS/CEDIS PERECEDEROS VHS,T647,0.5124319797095839
WM CEDIS MID TEYA/BODEGA AURRERA TALLERES 1004,T467,0.5124388405143019
CEDIS PERECEDEROS VHS/SAMS PLAYA DEL CARMEN,T606,0.5124633313501192
MACULTEPEC/WM CEDIS PERECEDEROS,T658,0.5126744641037247
BODEGA AURRERA PLAYA MAYA 3670/CEDIS PERECEDEROS VHS,T607,0.5126897799305441
WM CEDIS CHALCO/REGALOS SIGLO XXI,T645,0.5127903230184491
WM CEDIS CHALCO/FREUHAUF CARTAGENA,T677,0.5128063979746813
WM CEDIS CHALCO/PATIO SAN MIGUEL,T677,0.5128063979746813
BODEGA AURRERA NUEVA KUKULCAN/CEDIS PERECEDEROS VHS,T646,0.5128076043446191
"C. 99 300, AMPLIACIÓN, SALVADOR ALVARADO SUR, 97196 MÉRIDA, YUC./WM CEDIS MID TEYA",T458,0.5128076227558686
WM UNIVERSIDAD/FRABEL SMO,T720,0.5128106025428374
WM CEDIS CHALCO/ACH FOODS MEXICO,T416,0.5128178242807775
WM CEDIS MID TEYA/BODEGA AURRERA PLAYA MAYA 3670,T467,0.512838040797548
WM HORIZONTE/BKHL COMPANIA PROCTER SMO,T412,0.5129184033960705
WM CEDIS MEGAPARK/WM CEDIS SANTA BARBARA,T457,0.518807516512732
WM CEDIS MEGAPARK/WM CEDIS LA LUZ,T502,0.518807516512732
CESARFER SA DE CV/WM CEDIS CHALCO,T736,0.5130439637615178
PATIO TIP MEXICO CONVENTO/WM CEDIS CHALCO,T410,0.5131163373612746
WM CEDIS MID TEYA/BODEGA AURRERA CHAC MOOL 5043,T467,0.5131525244505563
FRABEL SMO/WM CEDIS MID TEYA,T610,0.5131775541627402
KIMBERLY CDM/WM CEDIS CHALCO,T677,0.5132085136492953
"PLANTA JDV LAGOS DE MORENO/INTERPLANTAS, PETROM SILAO",T698,0.5132819165224328
CEDIS JDV CONVENTO/PROPIMEX POZA RICA,T698,0.5132819165224328
WM CEDIS CHALCO/BODEGA CUAUTZINGO,T676,0.513298158383255
LOGISTICA DEL MAYAB/PROPIMEX COATEPEC,T698,0.5134584806101321
OMIGREEN/NESTLE LAGOS DE MORENO,T564,0.5134713878742015
BODEGA AURRERA QUETZALCOATL/CEDIS HERDEZ,T365,0.5134735296407666
"CEDIS JDV CONVENTO/ARCA CONTINETAL, TLAQUEPAQUE",T694,0.5135189713447678
SAMS TUXTEPEC/WM CEDIS VILLAHERMOSA SECOS,T471,0.5135386616340513
CEDIS FRIALSA AGS/CEDIS FRIALSA CULIACAN,T558,0.5221282264740456
MEXIQUENSE PARK UNILEVER/WM CEDIS GUADALAJARA,T568,0.5136343873559568
PRODUCTOS INNOVADORES/WM CEDIS CHALCO,T719,0.5136952409595354
CEDIS JDV CONVENTO/DIST ARCONTAL PIEDRAS NEGRAS,T462,0.5137095194280477
PENSION SALINAS CRUZ/BODEGA AURRERA - TUXTEPEC,T493,0.513754118263543
HENKEL/WM CEDIS VILLAHERMOSA SECOS,T471,0.5137641825907417
SCHETTINO HERMANOS ORIZABA/WM CEDIS MID TEYA,T542,0.5137641825907417
WM CEDIS VILLAHERMOSA SECOS/WM SANTA FE,T615,0.5137656417078182
BODEGA AURRERA - TUXTEPEC/CEDIS PERECEDEROS VHS,T653,0.5137674542973029
BODEGA LA PAZ/WM CEDIS CHALCO,T678,0.5266509653325042
SAMS MERIDA/CEDIS PERECEDEROS VHS,T644,0.5137874965104958
BDF MEXICO/WM CEDIS CHALCO,T719,0.5137884814256105
SAMS MERIDA/SAMS CLUB MERIDA ORIENTE,T644,0.5138126913554931
PENSION TUXTEPEC/WM SANTA FE,T615,0.5138569154013024
PENSION SALINAS CRUZ/NEWELL BRANDS DE MEXICO SA CV,T528,0.5139023956114667
CEDIS PERECEDEROS VHS/SAMS CLUB AVIACIÓN MERIDA,T647,0.5139228632114525
WM INSURGENTES CHETUMAL/BKHL KIMBERLY CLARK (MERIDA),T458,0.5139407074045463
"BODEGA HUAMANTLA, MORELOS PONIENTE, HUAMANTLA 90500, 311/CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN GREGORIO COAUTZINGO 56640",T465,0.5139851275797451
CEDIS WM GUADALAJARA/WM CEDIS MEGAPARK IDC,T520,0.519644871208058
WM SAN MARCOS GRO/WM CEDIS CHALCO,T675,0.5140156175536881
WM CEDIS MEGAPARK/WM CEDIS GUADALAJARA,T495,0.5195273676793171
PLANTA JDV LAGOS DE MORENO/PROPIMEX POZA RICA,T698,0.514042197977355
"TONALA, CHIAPAS/WM CEDIS PERECEDERO VHSA",T582,0.5140558032609203
WM CEDIS MID TEYA/BKHL JABONERA LA CORONA,T458,0.514062587323528
SAMS NORTE MERIDA/BKHL KIMBERLY CLARK (MERIDA),T458,0.514062587323528
NESTLE TLAHUAPAN PUEBLA/CEDIS WALMART TEYA,T535,0.5140645121874623
BODEGA AURRERA QUETZALCOATL/LA MODERNA BODEGA YUCATAN,T565,0.5140884571926562
SAMS NORTE MERIDA/LA MODERNA BODEGA YUCATAN,T409,0.5140884571926562
WM CEDIS MID TEYA/SAMS MERIDA,T381,0.5140931829820117
BODEGA AURRERA COZUMEL/WM CEDIS MID TEYA,T553,0.5141177647852928
BODEGA AURRERA PIEDRA DE AGUA/WM CEDIS TEYA,T565,0.5141290838323168
WM CEDIS CHALCO/MONDELEZ MEXICO,T410,0.5142018788587301
WM CEDIS CHALCO/ABSORMEX CMPC TISSUE,T410,0.5142018788587301
SUPER CENTER MERIDA CAMPESTRE/BKHL KIMBERLY CLARK (MERIDA),T563,0.514210337111638
CEDIS MID TEYA/WM MERIDA CAMPESTRE,T563,0.514210337111638
BODEGA AURRERA HEROES/WM CEDIS TEYA,T565,0.5142523455703055
WM CANAL 13/SUPER CENTER POLIGONO,T565,0.5142523455703055
WM CEDIS CHALCO/BDF MEXICO,T719,0.5142564297867602
WM CEDIS CHALCO/PRODUCTOS INNOVADORES,T719,0.5142564297867602
CEDIS JDV CONVENTO/EMBOTELLADORA LAS MARGARITAS/PACHUCA,T698,0.5142605622427001
"MÉXICO, YUCATAN, KANASIN, CARRETERA MEXICO- CANCUN/HENKEL",T666,0.5142783167936735
