Ruta,Tractocamión,Prob_vacio
SMURFFIT KAPPA/JUGOS DEL VALLE TEPOTZOTLAN,T533,0.5143035839859188
"BOCHIL, CHIAPAS/CEDIS PERECEDEROS VHS",T658,0.514309635259418
WM CEDIS MEGAPARK/WM CEDIS MONTERREY,T529,0.5199796461788013
GRUPO MODELO/WM CEDIS CHALCO,T410,0.5143237587777119
DHL MÉRIDA BKHL/WM CEDIS TEYA,T458,0.5143299378994839
CEDIS SECOS VILLA HERMOSA /PENSIÓN SALINA CRUZ,T550,0.514343794878454
SAMS TUXTLA GUTIERREZ/CEDIS PERECEDEROS VHS,T658,0.514345273550031
JUGOS DEL VALLE TEPOTZOTLAN/PROPIMEX ACAPULCO,T699,0.5143564866435506
WM CEDIS MEGAPARK/WM CEDIS CHIHUAHUA,T539,0.520023177586932
WM CEDIS MEGAPARK/WM CEDIS MID TEYA,T521,0.5199855842859925
WM CEDIS MID TEYA/SAMS CLUB CHETUMAL,T610,0.514420587100671
IEQSA/BEBE CANCUN,T756,0.5144900311515623
WM CEDIS MID TEYA/WM MERIDA NORTE,T563,0.5144974396537944
WM CEDIS MID TEYA/SAMS PLAYA DEL CARMEN,T467,0.5145081306669632
SAMS COZUMEL/CEDIS PERECEDEROS VHS,T607,0.514598240132011
SUPERCENTER ALTABRISA/CEDIS PERECEDEROS VHS,T392,0.5146098164566993
CEDIS SECOS VILLA HERMOSA /BKHL AJEMEX,T445,0.514626349285229
BODEGA AURRERA CHUBURNA/CEDIS PERECEDEROS VHS,T606,0.5146540324296669
WM CEDIS MEGAPARK/WM CEDIS MEXICALLI,T663,0.514666922743721
SUPER CENTER MERIDA CAMPESTRE/CEDIS HERDEZ,T458,0.5146775148754176
BODEGA ANGELES IZTAPALAPA/FRABEL SMO,T440,0.5146892693209089
BODEGA AURRERA SAN ANDRES TUXTLA/WM CEDIS VILLAHERMOSA SECOS,T658,0.5146956774307648
WM CEDIS MID TEYA/SAMS COZUMEL,T346,0.5147072219554527
SMURFFIT KAPPA/PRODUCTOS INNOVADORES,T564,0.5147140710014267
WM CEDIS MEGAPARK/WM CEDIS VILLAHERMOSA,T639,0.5201402556414725
WM CEDIS CHALCO/WM SAN JOSE TECAMAC,T481,0.5147421122541703
AURRERA CHAC MOOL CANCUN/WM CEDIS PERECEDERO VHSA,T606,0.5147568411394384
SUPERCENTER ALTABRISA/CEDIS WM MID TEYA,T474,0.5147952553584396
CEDIS JDV LA TORRE/PROPIMEX OTE PUEBLA,T462,0.5148438375893306
SAMS CLUB AVIACIÓN MERIDA/WM CEDIS PERECEDERO VHSA,T606,0.5148515483120906
SAMS CLUB TAPACHULA LIBRAMIENTO/CEDIS PERECEDEROS VHS,T646,0.5148618946018242
CEDIS JVD CONVENTO/DIST ARCACONTAL CULIACAN,T462,0.5148810851587448
BODEGA AURRERA GLORIETA CAUCEL/CEDIS PERECEDEROS VHS,T655,0.5148843167344875
SUPER CENTER MERIDA CAMPESTRE/CEDIS PERECEDEROS VHS,T530,0.5149156398165651
WM CEDIS TEYA/BODEGA AURRERA HEROES,T565,0.5149156398165651
SUPER CENTER CANCÚN NICHUPTE/CEDIS PERECEDEROS VHS,T653,0.5149156398165651
SAMS MÉRIDA ORIENTE/BKHL JABONERA LA CORONA,T409,0.5149185115378083
WM PORTAL CENTRO/WM CEDIS CHALCO,T729,0.5149562944505209
WM CEDIS CHALCO/KIMBERLY CDM,T677,0.5149793165341688
BODEGA MB MIAHUATLAN/WM CEDIS CHALCO,T680,0.5149948754085358
"WM LAS PALMAS, GRO/WM CEDIS CHALCO",T673,0.5150096779326645
SAMS CLUB CAMPECHE/CEDIS PERECEDEROS VHS,T644,0.5150550887529942
BODEGA REAL DE COSTITLAN/KIMBERLY CLARK ECATEPEC,T673,0.5151315578516463
WM PLAZA EL PASEO/KIMBERLY TLAXCALA,T673,0.5151315578516463
BODEGA LOS REYES/FABRICA DE JABON LA CORONA,T673,0.5151315578516463
CEDIS JDV CONVENTO/PROPIMEX VILLAHERMOSA,T477,0.5151824797412317
PENSIÓN SALINA CRUZ/FRABEL SMO,T542,0.5152605868587254
WM CEDIS TEYA/WM CEDIS VILLAHERMOSA SECOS,T461,0.5152605868587254
BODEGA AURRERA SAN ANDRES TUXTLA/CEDIS SECOS VILLA HERMOSA,T445,0.5152705844297552
WM CEDIS CHALCO/CUETARA INTERNACIONAL,T673,0.5152719067639844
JUGOS DEL VALLE TEPOTZOTLAN/DIST ARCACONTAL TORREON,T694,0.5153057183203831
SAMS AVIACIÓN /BKHL JABONERA LA CORONA,T565,0.5153247302341156
SAMS CLUB PLAZA ORIENTE/CEDIS HERDEZ,T458,0.5153510841476806
WM CEDIS MID TEYA/AURRERA JUAN PABLO II,T458,0.5153510841476806
AURRERA JUAN PABLO II/WM CEDIS MID TEYA,T458,0.5153510841476806
BODEGA AURRERA JUAN PABLO/BKHL KIMBERLY CLARK (MERIDA),T458,0.5153510841476806
SAMS CLUB CAMPECHE/BKHL ALEN DEL NORTE,T565,0.5153824667777073
CEDIS SECOS VILLA HERMOSA /MACROCEDIS ALPURA,T542,0.5153824667777073
PLANTA JDV LAGOS DE MORENO/WM CEDIS VILLAHERMOSA,T695,0.5153834629773083
CEDIS JDV PLATAH TEZONTEPEC/CEDIS WM MONTERREY,T693,0.5153834629773083
WM CEDIS CHALCO/WM OAXACA,T464,0.5153863473986964
CEDIS SECOS VILLA HERMOSA /RECKITT BENKISER MEXICO,T533,0.5154947429678066
BODEGA CHETUMAL NORTE/CEDIS PERECEDEROS VHS,T655,0.5154947429678066
CEDIS WALMART /SCHETTINO HERMANOS ORIZABA,T666,0.5154947429678066
WM CEDIS MID TEYA/SAMS AVENIDA AVIACION,T474,0.5155069055169238
BODEGA ZARAGOZA/CONSERVAS LA COSTENA,T416,0.5155489224832097
WM COATZACOALCOS/CEDIS PERECEDEROS VHS,T606,0.5155525313823138
SUPER CENTER PENSIONES/BKHL KIMBERLY CLARK (MERIDA),T671,0.5155559486720236
CEDIS FRIALSA AGS/CEDIS FRIALSA GDL,T662,0.5155737368079162
CEDIS JDV CONVENTO/PROPIMEX MEGA VERACRUZ,T638,0.5155769624314153
AURRERA CORALES/SUPER CENTER POLIGONO SUR 3505,T671,0.5155852562646602
WM CEDIS MID TEYA/SAMS CANCUN 6578,T346,0.5155876588329862
RECKITT BENKISER MEXICO/CEDIS SECOS VILLA HERMOSA,T533,0.5156166228867884
CEDIS SECOS VILLA HERMOSA /FRABEL SMO,T535,0.5156166228867884
SAMS AVIACIÓN /CEDIS HERDEZ,T671,0.5156778285910054
SAMS ORIENTE/LA MODERNA BODEGA YUCATAN,T458,0.5157107065682687
AURRERA ITZAES/CEDIS HERDEZ,T458,0.5157107065682687
TIP SAN MARTIN OBISPO MEXICO/PENSIÓN SALINA CRUZ,T461,0.5157538683712939
WM VILLA COAPA/KIMBERLY ECATEPEC,T673,0.5157698741500614
WM CEDIS CHALCO/SAMS CLUB PLAZA ORIENTE,T390,0.515776479105974
WM CEDIS CHALCO/WM VISTA HERMOSA,T410,0.5157877218270208
SAMS AVIACIÓN /BKHL KIMBERLY CLARK (MERIDA),T365,0.5158036624433866
WM CEDIS MEGAPARK/EMBOTELLADORA NIAGARA DE MEXICO,T567,0.5158456281171582
WM PLAYA DEL CARMEN 1003/CEDIS WM MID TEYA,T604,0.5158456281171582
WM CEDIS MEGAPARK/HENKEL,T572,0.5158632457568328
SAMS CLUB EL MOLINITO/KIMBERLY TLAXCALA,T436,0.5159202359668655
PENSION SALINAS CRUZ/SAMS TUXTEPEC,T534,0.5159286324081312
WM UNIVERSIDAD/KIMBERLY ECATEPEC,T675,0.5159326909334193
PENSIÓN SALINA CRUZ/TIP SAN MARTIN OBISPO MEXICO,T461,0.5159880244803752
SAMS CLUB AVIACIÓN/SAMS MERIDA,T606,0.5160070937768751
WM CEDIS MID TEYA/WM CANCUN LABNA,T346,0.5160123508890989
SAMS NORTE MERIDA/BKHL JABONERA LA CORONA,T543,0.5160200080232838
SAMS CLUB CHETUMAL/BODEGA CHETUMAL NORTE,T644,0.5160470176801838
CEDIS JDV CONVENTO/PROPIMEX CELAYA,T697,0.5160528519939608
WM CEDIS MID TEYA/SAMS CLUB CAMPECHE,T543,0.5160816251878647
WM CEDIS CHALCO/WM PATIO TLALPAN,T720,0.5160890903264383
AURRERA LAS AMERICAS/WM CEDIS MID TEYA,T474,0.5161183573364995
SAMS CLUB HIPERPLAZA TEXCOCO/MACROCEDIS ALPURA,T423,0.516142428551915
WM CEDIS CHALCO/SAMS CLUB CUERNAVACA,T719,0.5161643304536909
CEDIS WM MTY - LAREDO/CEDIS FRIALSA GDL,T552,0.5161865492686449
CEDIS PERECEDEROS VHS/SAMS MERIDA,T646,0.5161881008206515
EMBOTELLADORA NIAGARA DE MEXICO/JUGOS DEL VALLE TEPOTZOTLAN,T446,0.5162296828526906
KIMBERLY PROSEDE/WM CEDIS CHALCO,T729,0.5162582911101409
SUPER CENTER PUERTO MADERO/CEDIS PERECEDEROS VHS,T606,0.516274818125252
PLANTA JDV LAGOS DE MORENO/DIST ARCACONTAL MATAMOROS,T697,0.5163324819821385
WM CEDIS CHALCO/SAMS CLUB PATIO TLALPAN,T410,0.5163451688826479
SAMS MERIDA/SAMS MERIDA ORIENTE,T606,0.5163664163079589
SAMS AVIACIÓN /SAMS MERIDA,T606,0.5163664163079589
DESCONSOLIDADOR GAL MERIDA/AURRERA ITZAES MERIDA,T647,0.5164391275911494
SAMS MERIDA/SUPER CENTER POLIGONO,T647,0.5164490231518858
PATIO SAN MIGUEL/WM CEDIS CHALCO,T433,0.5164574353139108
SAMS CLUB CD JARDIN/FABRICA DE JABON LA CORONA,T421,0.5165208175974217
WM VILLA COAPA/COMERCIALIZADORA EL ORO,T677,0.5165692939909601
SAMS MERIDA/BODEGA AURRERA NUEVA KUKULCAN,T550,0.5165734444155181
BODEGA AURRERA COATZACOALCOS/BODEGA AURRERA MINATITLAN,T644,0.516582004234686
BODEGA CHIMALHUACAN PENON/CONSERVAS LA COSTENA,T674,0.5166062261503228
SUPERCENTER PERIFERICO/CEDIS PERECEDEROS VHS,T655,0.5166457013565814
BKHL AJEMEX VILLAHERMOSA/CEDIS WALMART TEYA,T445,0.5166475626122691
WM PUERTA TEXCOCO/KIMBERLY TEPOTZOTLAN,T421,0.5166982137450634
WM CEDIS MONTERREY/FRIALSA SANTA ROSA,T542,0.5167030705210706
WM CEDIS GUADALAJARA/BKHL BONAFONT,T568,0.5167412381802421
CEDIS JDV CONVENTO/PROPIMEX ACAPULCO,T697,0.5167446256972206
CEDIS JDV CONVENTO/DIST ARCACONTAL MONTERREY,T695,0.516795335380308
BODEGA CHIMALHUACAN PENON/KIMBERLY TEPOTZOTLAN,T408,0.5168430945998382
"CEDIS JDV CONVENTO/ARCA CONTINELTAL, FRESNILLO",T697,0.5169108348015172
SAMS CLUB TEHUACAN/KIMBERLY CLARK ECATEPEC,T675,0.5169118579039614
BODEGA PANTITLAN/REGALOS SIGLO XXI,T675,0.5169118579039614
SAMS CLUB PLAZA ORIENTE/PEPSICO SMO,T459,0.5169195230340616
WM CEDIS TEYA/TRESMONTES LUCCHETTI,T572,0.5170007624139275
SAMS CLUB ZARAGOZA/BKHL COMPANIA PROCTER VALLEJO,T423,0.5170157096222868
SAMS CLUB PLAZA ORIENTE/BKHL COMPANIA PROCTER SMO,T423,0.5170157096222868
PETROM SILAO/DIST ARCACONTAL CD REYNOSA,T697,0.5170996482133338
"CEDIS JDV LA TORRE/ARCA CONTINENTAL, DURANGO",T697,0.5170996482133338
"CEDIS LA TORRE JDV/CEDIS OXXO, QUERETARO",T697,0.5170996482133338
WM CEDIS ARRAYANES/WM CEDIS CHALCO,T648,0.5171182315561762
BODEGA LA VIRGEN/FABRICA DE JABON LA CORONA,T423,0.5171375895412686
CEDIS PERECEDEROS VHS/SAMS CD. DEL CARMEN,T392,0.5171527177669009
PLANTA JDV LAGOS DE MORENO/DIST ARCACONTAL PIEDRAS NEGRAS,T694,0.5171636116196862
"CEDIS JDV CONVENTO/PROPIMEX TEHUACAN, PUEBLA",T699,0.5172159693566615
CEDIS WM CHALCO/SAMS CLUB CIVAC,T585,0.5172832256389671
WM CEDIS MONTERREY/WM CEDIS CHALCO,T648,0.5174341155195555
WM CEDIS VILLAHERMOSA SECOS/PATIO ALPURA 1,T446,0.5175079046508396
REGALO SIGLO XXI/CEDIS SECOS VILLA HERMOSA,T446,0.5175079046508396
EDGEWELL PERSONAL CARE/WM CEDIS CHALCO,T725,0.5175632015170318
BODEGA TULYEHUALCO/EDGEWELL PERSONAL CARE,T725,0.5175632015170318
SAMS CLUB ZARAGOZA/KIMBERLY ECATEPEC,T476,0.5175756184541287
BODEGA PANTITLAN/CESARFER SA DE CV,T676,0.5175847874304759
"INTERPLANTAS, PETROM SILAO/EMBOTELLADORA DEL FUERTE , LOS MOCHIS",T694,0.5176366288331404
WM COATZACOALCOS/BODEGA AURRERA COATZACOALCOS,T647,0.5176643528174014
SUPER CENTER CHETUMAL QROO/WM CEDIS PERECEDERO VHSA,T606,0.5176664125497422
WM CEDIS MONTERREY/WM CEDIS SAN MARTIN OBISPO,T537,0.5176682716286368
"TEMCHEN/VICTOR VARGAS QUEVEDO, MINATITLAN",T765,0.524479091239398
WM CEDIS CHALCO/KIMBERLY TLAXCALA,T408,0.5177070901892844
CORPORACION GAIRET/WM CEDIS CHALCO,T408,0.5177070901892844
CEDIS JDV CONVENTO/PROPIMEX IZTAPALAPA,T699,0.517751027255463
PLANTA JDV LAGOS DE MORENO/PROPIMEX MEGA ORIZABA,T697,0.5178001470219048
BKHL JABONERA LA CORONA/WM CEDIS MID TEYA,T458,0.5178961863401015
SPINMASTER MEXICO/WM CEDIS CHALCO,T412,0.517936747146804
BODEGA TULYEHUALCO/SPINMASTER MEXICO,T412,0.517936747146804
WM SAN JOSE TECAMAC/MACROCEDIS ALPURA,T443,0.5179511838450076
SAMS KABAH/BODEGA AURRERA CHAC MOOL 5043,T606,0.5179701327655899
PROPIMEX VILLAHERMOSA/CEDIS CHEP SMO,T475,0.5179844203334778
WM MERIDA PENSIONES/WM CEDIS MID TEYA,T565,0.5180179513442225
BODEGA CHIMALHUACAN/KIMBERLY ECATEPEC,T724,0.5180179513442225
WM CEDIS MID TEYA/BODEGA AURRERA KABAH,T651,0.5180293713348736
BODEGA SOR JUANA/BROTHER INTENACIONAL,T724,0.5180391495190196
CEDIS WALMART /FRIALSA SANTA ROSA,T662,0.5180516685293557
CEDIS JDV LA TORRE/PROPIMEX OAXACA,T699,0.5181060497715763
CEDIS JDV LAGOS DE MORENO/DIST ARCACONTAL MONTERREY,T699,0.5181060497715763
"CEDIS JDV CONVENTO/DIST ARCA CONTINENTAL, MAZATLAN",T475,0.5181067329828051
CEDIS JDV CONVENTO/DIST ARCACONTAL TORREON,T697,0.5181389757376822
SAMS CLUB CD JARDIN/MACROCEDIS ALPURA,T459,0.5181775335719049
CEDIS JDV CONVENTO/DIST ARCACONTAL MATAMOROS,T457,0.5182204736940242
BODEGA AURRERA VILLAS OTOCH/CEDIS PERECEDEROS VHS,T602,0.51825774260043
WM CEDIS MID TEYA/SODISA,T604,0.5183716300358014
WM CEDIS CHALCO/PATIO ORTIZ,T443,0.5183909921694201
WM VILLA COAPA/FABRICA DE JABON LA CORONA,T704,0.5183939441555562
SAMS CLUB PLAZA ORIENTE/BKHL COMPANIA PROCTER VALLEJO,T459,0.5184070428905438
SAMS CLUB CAMPECHE/AURRERA PATRICIO RUEDA,T655,0.5184401701106832
CEDIS JDV CONVENTO/PROPIMEX AGUASCALIENTES,T699,0.518470481873793
BODEGA AURRERA TALLERES 1004/BODEGA AURRERA CHAC MOOL 5043,T604,0.5185065474945648
WM DOMINGO DIEZ/WM CEDIS CHALCO,T674,0.5185065474945648
CEDIS FRIALSA GDL/CEDIS FRIALSA AGS,T548,0.5185461879592481
BODEGA AYOTLA/WM CEDIS CHALCO,T475,0.5185868928854722
MONDELEZ MEXICO/WM CEDIS CHALCO,T585,0.5185868928854722
BODEGA AURRERA SALINA CRUZ/CEDIS PERECEDEROS VHS,T606,0.5186160624985874
SAMS TUXTEPEC/CEDIS SECOS VILLA HERMOSA,T528,0.5186214549315427
BODEGA PANTITLAN/BDF MEXICO,T423,0.5186676583440768
WM UNIVERSIDAD/FABRICA DE JABON LA CORONA,T720,0.518671575233588
BODEGA AURRERA COATZACOALCOS/CEDIS PERECEDEROS VHS,T530,0.518703391166393
SAMS CLUB ZARAGOZA/KIMBERLY TEPOTZOTLAN,T408,0.5187655216653689
CEDIS JDV CONVENTO/PROPIMEX TECAMACHALCO,T504,0.5222972213548525
WM HIPERPLAZA TEXCOCO/FABRICA DE JABON LA CORONA,T459,0.5188321941897172
BODEGA ZARAGOZA/KIMBERLY TEPOTZOTLAN,T459,0.5188321941897172
WM CEDIS MID TEYA/BODEGA AURRERA COZUMEL,T561,0.5188368241053687
WM CEDIS MID TEYA/WM HUAYACAN,T561,0.5188368241053687
"CEDIS JDV CONVENTO/ARCA CONTINENTAL, DURANGO",T475,0.5189138666112856
BODEGA AURRERA INSTITUTO TECNOLOGICO/WM CEDIS VILLAHERMOSA SECOS,T530,0.5189524789414434
WM PERIFERICO SUR/CONSERVAS LA COSTENA,T481,0.5189524789414434
BODEGA AURRERA PLAYA MAYA 3670/SUPER CENTER CANCUN I LABNA,T604,0.5189524789414434
BODEGA IZTAPALAPA NORTE/KIMBERLY ECATEPEC,T440,0.5189524789414434
WM TLAHUAC/BKHL COMPANIA PROCTER SMO,T421,0.5189524789414434
GRUPO TAIFELDS/WM CEDIS CHALCO,T415,0.5189524789414434
BODEGA AURRERA VILLAS DEL SOL/WM CEDIS MID TEYA,T651,0.5189524789414434
SUPERAMA PERIFERICO/WM CEDIS CHALCO,T427,0.5189524789414434
BODEGA PANTITLAN/MEAD JOHNSON,T459,0.518954074108699
SAMS AVENIDA AVIACION/SAMS MERIDA,T530,0.5189714048903814
AURRERA TAPACHULA/BODEGA AURRERA TAPACHULA NORTE,T658,0.5189975797830936
BEBE CANCUN/IEQSA,T557,0.5215600501909461
WM CEDIS CHALCO/KIMBERLY PROSEDE,T729,0.5190337322207647
"LA MADRILEÑA, SAN JUAN DEL RIO/CEDIS OXXO, QUERETARO",T465,0.5190572095267125
SAMS CLUB CD JARDIN/NEWELL BRANDS DE MEXICO SA CV,T459,0.5190732088580465
SAMS CLUB ZARAGOZA/FABRICA DE JABON LA CORONA,T414,0.5190743588604252
WM TLALPAN/KIMBERLY ECATEPEC,T729,0.5190743588604252
WM CEDIS SAN MARTIN OBISPO/WM CEDIS MID TEYA,T567,0.5190743588604252
WM AEROPUERTO/KIMBERLY CDM,T692,0.5190743588604252
WM CD JARDIN/KIMBERLY ECATEPEC,T428,0.5190743588604252
WM VICENTE GUERRERO/FABRICA DE JABON LA CORONA,T680,0.5190743588604252
WM PLAZA ORIENTE/FRABEL SMO,T428,0.5190743588604252
BODEGA TULYEHUALCO/BDF MEXICO,T421,0.5190743588604252
SAMS CLUB CUEMANCO/CONSERVAS LA COSTENA,T414,0.5190743588604252
BODEGA REAL DE COSTITLAN/KIMBERLY PROSEDE,T637,0.5190743588604252
BODEGA SOR JUANA/KIMBERLY CDM,T637,0.5190743588604252
BODEGA PANTITLAN/TRESMONTES LUCCHETTI,T481,0.5190743588604252
BODEGA IZTAPALAPA NORTE/PORTA S.A. DE C.V.,T414,0.5190743588604252
WM PUERTA TEXCOCO/COMERCIALIZADORA EL ORO,T481,0.5190743588604252
BODEGA TULYEHUALCO/ACH FOODS MEXICO,T428,0.5190743588604252
PORTA S.A. DE C.V./WM CEDIS CHALCO,T414,0.5190743588604252
BODEGA ZARAGOZA/MACROCEDIS ALPURA,T637,0.5190743588604252
BODEGA HUAMANTLA/KIMBERLY TLAXCALA,T415,0.5190743588604252
BODEGA ZARAGOZA/KIMBERLY CLARK ECATEPEC,T414,0.5190743588604252
OMNIGREEN/MEXIQUENSE PARK UNILEVER,T604,0.5190977476069507
SAMS CLUB CIVAC/WM CEDIS CHALCO,T692,0.5191214750464543
BODEGA LA VIRGEN/KIMBERLY CLARK ECATEPEC,T729,0.5192637252420467
SMURFFIT KAPPA/WM CEDIS SAN MARTIN OBISPO,T567,0.5192637252420467
"CEDIS JDV CONVENTO/JUGO Y BEBIDA RICA, CUAUTLA",T475,0.519270987086718
WM PLAYA DEL CARMEN 1003/CEDIS PERECEDEROS VHS,T655,0.5193033147679098
SAMS CLUB HIPERPLAZA TEXCOCO/BKHL COMPANIA PROCTER VALLEJO,T421,0.519369591526031
WM LAS ANTENAS/FABRICA DE JABON LA CORONA,T463,0.5194132623578519
SAMS CLUB PLAZA ORIENTE/FRABEL SMO,T463,0.5194132623578519
WM CEDIS CHALCO/HISENSE PANORAMA,T416,0.5195065260161174
BODEGA SOR JUANA/KIMBERLY CLARK ECATEPEC,T720,0.5195282359386217
PETROM SILAO/DURANGO,T697,0.5195555763018991
WM ELECTRICISTA/AURRERA KALA CAMPECHE,T653,0.5195741702301364
WALMART HUB CHIPINQUE TAPACH. /CEDIS SECOS VILLA HERMOSA,T533,0.5196186552120979
BODEGA LOS REYES/COMERCIALIZADORA EL ORO,T416,0.5196284059350992
BODEGA TULYEHUALCO/MACROCEDIS ALPURA,T416,0.5196284059350992
WM SAN JOSE TECAMAC/KIMBERLY TEPOTZOTLAN,T721,0.519693276078815
WM AEROPUERTO/KIMBERLY ECATEPEC,T721,0.519693276078815
CEDIS JDV CONVENTO/DIST ARCACONTAL CD N LAREDO,T695,0.5196986932326862
SAMS CLUB PLAZA ORIENTE/CUETARA INTERNACIONAL,T730,0.5197126751588402
WM TLAHUAC/MEXIQUENSE PARK (UNILEVER),T681,0.5197126751588402
TEMCHEN/JOSE MANUEL MONTEAGUDO CUEVAS,T772,0.5197201365296538
"PEPSICO, APODACA/PEPSICO, XHALA",T770,0.5197201365296538
WM LA CRUZ PLAYA DEL CARMEN/CEDIS PERECEDEROS VHS,T550,0.5198281994678399
SAMS CLUB HIPERPLAZA TEXCOCO/AKSI HERRAMIENTAS,T440,0.5198762904307318
BODEGA ZARAGOZA/COMERCIALIZADORA EL ORO,T730,0.5198762904307318
BODEGA IZTAPALAPA/WM CEDIS CHALCO,T481,0.5198762904307318
SAMS CLUB ACOXPA/BKHL COMPANIA PROCTER VALLEJO,T481,0.5198762904307318
SAMS CLUB HIPERPLAZA TEXCOCO/BDF MEXICO,T440,0.5198762904307318
INDUSTRIAS T.TAIO/WM CEDIS CHALCO,T481,0.5198762904307318
AKSI HERRAMIENTAS/WM CEDIS CHALCO,T440,0.5198762904307318
SAMS CLUB ACOXPA/DISTRIBUIDORA LIMBELL,T428,0.5198762904307318
BODEGA AURRERA NICHUPTE/CEDIS PERECEDEROS VHS,T464,0.5198911731237041
PLANTA JDV LAGOS DE MORENO/DIST ARCACONTAL CD REYNOSA,T701,0.5199124730422229
SAMS CLUB CD JARDIN/MEXIQUENSE PARK (UNILEVER),T724,0.5199134657531365
"RASTRO CRIO, KANASIN/CEDIS FRIALSA GDL",T770,0.519922394482892
SAMS CLUB TEHUACAN/PEPSICO SMO,T704,0.5199613883294155
WM CEDIS MID TEYA/SUPER CENTER CANCUN I LABNA,T570,0.5200659728510891
SAMS AVIACIÓN /LA MODERNA BODEGA YUCATAN,T474,0.5201523247401345
DISTRIBUIDORA COLOSO/MEXIQUENSE PARK UNILEVER,T474,0.5201523247401345
FRABEL SMO/CEDIS SECOS VILLA HERMOSA,T535,0.5202138022878826
"HEB,MONTERREY/BIOPAPEL, TIZAYUCA",T762,0.5204023435785697
"MEGAEMPACK, SLP/MEGAEMPACK, MERIDA",T765,0.5204023435785697
"MEGAEMPACK, MERIDA/MEGAEMPACK, GUADALAJARA",T762,0.5204023435785697
SAMS CLUB ACOXPA/PEPSICO SMO,T720,0.5204213369326931
BODEGA ARCA DE NOE/KIMBERLY CLARK ECATEPEC,T720,0.5204213369326931
WM VILLA COAPA/BKHL COMPANIA PROCTER VALLEJO,T720,0.5204213369326931
BODEGA ARCA DE NOE/CIA INTERNACIONAL,T720,0.5204213369326931
SAMS CLUB ACOXPA/BKHL COMPANIA PROCTER SMO,T720,0.5204213369326931
SAMS CLUB ACOXPA/COMERCIALIZADORA EL ORO,T720,0.5204213369326931
BODEGA CHIMALHUACAN PENON/KIMBERLY CLARK ECATEPEC,T720,0.5204213369326931
SMURFFIT KAPPA/PATIO TIP PERAL,T543,0.5204416516143621
SAMS CLUB HIPERPLAZA TEXCOCO/FRABEL SMO,T423,0.5204472836206514
WM PORTAL CENTRO/FABRICA DE JABON LA CORONA,T735,0.5204679458594516
WM MIRAMONTES/KIMBERLY ECATEPEC,T735,0.5204679458594516
SAMS CLUB PLAZA ORIENTE/ACH FOODS MEXICO,T735,0.5204679458594516
CEDIS PERECEDEROS VHS/SAMS CANCUN 6578,T655,0.5204729276913699
SAMS CLUB COATZACOALCOS/WM COATZACOALCOS,T392,0.5204806819668564
BODEGA SOR JUANA/KIMBERLY TEPOTZOTLAN,T721,0.5204952076491217
PLANTA JDV LAGOS DE MORENO/PROPIMEX ALTAMIRA,T699,0.5204995508701056
SAMS CLUB MERIDA ORIENTE/BODEGA AURRERA PROGRESO MERIDA,T646,0.5205394589848802
BODEGA PLAZA CHIMALHUACAN/CONSERVAS LA COSTENA,T421,0.5205424563982346
SAMS CANCUN/CEDIS PERECEDEROS VHS,T602,0.5205503046236267
"SIGMA ALIMENTOS, TEPOTZOTLAN/SIGMA ALIMENTOS, MERIDA",T769,0.520565935844971
CEDIS JDV CONVENTO/PROPIMEX OAXACA,T697,0.5205751573488179
AURRERA CHAC MOOL CANCUN/SAMS CANCUN CUMBRES,T606,0.5206189373335466
BODEGA AURRERA PLAYA MAYA 3670/SAMS KABAH,T606,0.5206189373335466
"HEINZ, GUADALAJARA/FARMACIAS GUADALAJARA MONTERREY",T770,0.5206827589287663
WM CEDIS ARRAYANES/WM CEDIS LA LUZ,T641,0.5206865673562158
"RASTRO CRIO, KANASIN/ALIMENTOS DESHIDRATADOS, CDMX",T770,0.5207295281113724
"VICTOR VARGAS QUEVEDO, MINATITLAN/LOGISTICA DEL MAYAB",T758,0.5207748696502318
WM PUERTA TEXCOCO/FABRICA DE JABON LA CORONA,T443,0.5207826025310622
PENSION SALINAS CRUZ/REGALO SIGLO XXI,T446,0.5208101873000085
BODEGA IZTAPALAPA NORTE/CUETARA INTERNACIONAL,T459,0.5208283903428157
JUGOS DEL VALLE TEPOTZOTLAN/PROPIMEX OTE PUEBLA,T693,0.5208720830411363
BODEGA IZTAPALAPA NORTE/CONSERVAS LA COSTENA,T645,0.5209045719192757
BODEGA CHIMALHUACAN PENON/CORPORACION GAIRET,T481,0.5209486750945419
SAMS CLUB CD JARDIN/RECKITT BENKISER MEXICO,T393,0.5209486750945419
BODEGA ZARAGOZA/FRABEL SMO,T692,0.5209486750945419
BODEGA CHIMALHUACAN PEÑON/VIÑA CONCHA Y TORO,T421,0.5209486750945419
WM PERIFERICO SUR/MACROCEDIS ALPURA,T427,0.5209486750945419
WM PERIFERICO SUR/INDUSTRIAS OVARB,T481,0.5209486750945419
WM COSTERA ACAPULGO/WM CEDIS CHALCO,T681,0.5209486750945419
BODEGA PANTITLAN/PORTA S.A. DE C.V.,T729,0.5209486750945419
SAMS CANCUN 6578/WM CEDIS MID TEYA,T467,0.5210431940155988
SAMS CLUB MERIDA ORIENTE/SUPER CENTER POLIGONO,T550,0.5211094634969426
BODEGA IZTAPALAPA NORTE/KIMBERLY TEPOTZOTLAN,T681,0.5211380414761634
TOPO CHICO APODACA/EMBO BEPENSA MERIDA,T746,0.5212257088964729
